72444,16252,3952,824,303,137,78,43,16,7,3,5,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16252,47818,27972,6310,1554,645,354,201,103,70,46,26,6,9,7,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,27972,118538,71730,10624,2934,1267,788,456,289,156,90,46,37,28,24,4,14,5,6,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,6310,71730,3364574,1615053,22808,7925,3942,2151,1235,687,397,214,104,69,41,31,18,18,6,12,7,7,12,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1554,10624,1615053,31726816,918423,82478,32090,15275,8722,4269,2372,1369,793,482,217,101,52,22,10,12,6,6,6,4,12,8,5,2,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,645,2934,22808,918423,4775454,622504,111440,30893,16522,9824,7477,5242,3634,2068,1178,734,318,143,79,32,17,14,9,10,5,8,3,6,1,1,3,4,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,354,1267,7925,82478,622504,1559806,573267,135111,37282,16104,11925,8317,5526,4569,3746,2965,1436,895,536,276,171,156,22,15,19,5,3,6,6,6,4,1,3,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,201,788,3942,32090,111440,573267,1425992,534207,126578,41453,18525,12183,10130,7316,4482,3306,2812,2681,1833,985,603,289,186,110,59,33,9,8,10,4,6,4,2,8,3,1,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,456,2151,15275,30893,135111,534207,1148050,425031,108097,38515,18301,13753,11129,8542,5413,3369,2795,2045,1546,1321,883,428,208,91,88,59,109,107,39,8,8,2,5,1,7,4,2,2,2,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,70,289,1235,8722,16522,37282,126578,425031,951954,342115,91967,32043,15824,10929,9231,9174,7423,5622,3093,1976,1599,1361,1204,726,369,232,125,69,53,24,27,14,11,9,6,3,2,4,2,2,3,4,2,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,156,687,4269,9824,16104,41453,108097,342115,653176,241033,77360,29035,13194,8492,7326,7492,7281,6003,4126,2798,1875,1461,1228,979,522,225,110,167,87,31,68,52,25,22,10,3,2,4,5,1,2,5,6,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,90,397,2372,7477,11925,18525,38515,91967,241033,392926,166055,63565,29141,12691,7158,5878,6110,6800,6201,4256,3629,3117,2126,1371,1012,740,295,187,132,118,128,28,27,14,19,6,6,7,4,4,0,9,7,2,1,0,4,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,46,214,1369,5242,8317,12183,18301,32043,77360,166055,271246,123262,49860,23947,11448,6480,4980,5090,6306,6025,3943,3123,2921,2589,1980,1330,956,418,194,77,77,71,50,37,22,16,18,33,5,7,2,7,6,1,1,1,1,2,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,37,104,793,3634,5526,10130,13753,15824,29035,63565,123262,211042,96003,39160,18640,9976,6430,4889,4563,6321,5754,3732,2964,2614,2809,2874,1862,1261,565,181,124,121,73,53,35,25,20,17,39,61,13,8,7,0,2,5,5,3,2,1,2,1,2,3,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,28,69,482,2068,4569,7316,11129,10929,13194,29141,49860,96003,165244,74427,31348,15159,8545,6227,4834,4965,6160,5222,3406,2543,2257,2452,3023,2329,1369,614,193,105,100,64,61,40,57,48,60,41,29,33,5,4,4,1,2,4,3,2,2,5,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,24,41,217,1178,3746,4482,8542,9231,8492,12691,23947,39160,74427,122046,58435,24356,12401,7027,5445,4799,5915,5147,4518,3344,2290,2059,1892,2712,2652,1458,641,202,108,67,59,60,54,24,35,57,41,25,13,7,7,4,3,4,5,3,0,1,1,2,2,1,2,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
